maGD|thoiGian|loaiGD|soTien|soTKGui|soTKNhan
GD1194|31/10/2023 23:59|LAI|154588|NGAN_HANG|797825919
GD1195|30/11/2023 23:59|LAI|150110|NGAN_HANG|797825919
GD1196|31/12/2023 23:59|LAI|155623|NGAN_HANG|797825919
GD1197|31/01/2024 23:59|LAI|156152|NGAN_HANG|797825919
GD1198|29/02/2024 23:59|LAI|146574|NGAN_HANG|797825919
GD1199|31/03/2024 23:59|LAI|157181|NGAN_HANG|797825919
GD1200|30/04/2024 23:59|LAI|152627|NGAN_HANG|797825919
GD1201|31/05/2024 23:59|LAI|158233|NGAN_HANG|797825919
GD1202|30/06/2024 23:59|LAI|153649|NGAN_HANG|797825919
GD1203|31/07/2024 23:59|LAI|159293|NGAN_HANG|797825919
GD1204|31/08/2024 23:59|LAI|159834|NGAN_HANG|797825919
GD1205|30/09/2024 23:59|LAI|146433|NGAN_HANG|797825919
GD1206|31/10/2024 23:59|LAI|149545|NGAN_HANG|797825919
GD1207|30/11/2024 23:59|LAI|145213|NGAN_HANG|797825919
GD1208|31/12/2024 23:59|LAI|150547|NGAN_HANG|797825919
GD1209|31/01/2025 23:59|LAI|151058|NGAN_HANG|797825919
GD1210|28/02/2025 23:59|LAI|136903|NGAN_HANG|797825919
GD1211|31/03/2025 23:59|LAI|152037|NGAN_HANG|797825919
GD1212|30/04/2025 23:59|LAI|147632|NGAN_HANG|797825919
GD1213|31/05/2025 23:59|LAI|153055|NGAN_HANG|797825919
GD1214|30/06/2025 23:59|LAI|148621|NGAN_HANG|797825919
GD1215|31/07/2025 23:59|LAI|154079|NGAN_HANG|797825919
GD1216|31/08/2025 23:59|LAI|154603|NGAN_HANG|797825919
GD1217|30/09/2025 23:59|LAI|150124|NGAN_HANG|797825919
GD1218|31/10/2025 23:59|LAI|155638|NGAN_HANG|797825919
GD1219|30/11/2025 23:59|LAI|151200|NGAN_HANG|797825919
GD1220|31/12/2025 23:59|LAI|157412|NGAN_HANG|797825919
GD1221|31/01/2026 23:59|LAI|157946|NGAN_HANG|797825919
GD1222|28/02/2026 23:59|LAI|143146|NGAN_HANG|797825919
GD1223|31/03/2026 23:59|LAI|158969|NGAN_HANG|797825919
GD1224|30/04/2026 23:59|LAI|154364|NGAN_HANG|797825919
GD1225|31/05/2026 23:59|LAI|160034|NGAN_HANG|797825919
GD1226|31/03/2022 23:59|LAI|73434|NGAN_HANG|422853054
GD1227|30/04/2022 23:59|LAI|165087|NGAN_HANG|422853054
GD1228|31/05/2022 23:59|LAI|165698|NGAN_HANG|422853054
GD1229|30/06/2022 23:59|LAI|160898|NGAN_HANG|422853054
GD1230|31/07/2022 23:59|LAI|166807|NGAN_HANG|422853054
GD1231|31/08/2022 23:59|LAI|153820|NGAN_HANG|422853054
GD1232|30/09/2022 23:59|LAI|154315|NGAN_HANG|422853054
GD1233|31/10/2022 23:59|LAI|163786|NGAN_HANG|422853054
GD1234|30/11/2022 23:59|LAI|159041|NGAN_HANG|422853054
GD1235|31/12/2022 23:59|LAI|164883|NGAN_HANG|422853054
GD1236|31/01/2023 23:59|LAI|165443|NGAN_HANG|422853054
GD1237|28/02/2023 23:59|LAI|149940|NGAN_HANG|422853054
GD1238|31/03/2023 23:59|LAI|158937|NGAN_HANG|422853054
GD1239|30/04/2023 23:59|LAI|156094|NGAN_HANG|422853054
GD1240|31/05/2023 23:59|LAI|162015|NGAN_HANG|422853054
GD1241|30/06/2023 23:59|LAI|157322|NGAN_HANG|422853054
GD1242|31/07/2023 23:59|LAI|163100|NGAN_HANG|422853054
GD1243|31/08/2023 23:59|LAI|163654|NGAN_HANG|422853054
GD1244|30/09/2023 23:59|LAI|158913|NGAN_HANG|422853054
GD1245|31/10/2023 23:59|LAI|164750|NGAN_HANG|422853054
GD1246|30/11/2023 23:59|LAI|159977|NGAN_HANG|422853054
GD1247|31/12/2023 23:59|LAI|165853|NGAN_HANG|422853054
GD1248|31/01/2024 23:59|LAI|166417|NGAN_HANG|422853054
GD1249|29/02/2024 23:59|LAI|156209|NGAN_HANG|422853054
GD1250|31/03/2024 23:59|LAI|167513|NGAN_HANG|422853054
GD1251|30/04/2024 23:59|LAI|162660|NGAN_HANG|422853054
GD1252|31/05/2024 23:59|LAI|168634|NGAN_HANG|422853054
GD1253|30/06/2024 23:59|LAI|163749|NGAN_HANG|422853054
GD1254|31/07/2024 23:59|LAI|169764|NGAN_HANG|422853054
GD1255|31/08/2024 23:59|LAI|170340|NGAN_HANG|422853054
GD1256|30/09/2024 23:59|LAI|165405|NGAN_HANG|422853054
GD1257|31/10/2024 23:59|LAI|171481|NGAN_HANG|422853054
GD1258|30/11/2024 23:59|LAI|166513|NGAN_HANG|422853054
GD1259|31/12/2024 23:59|LAI|172629|NGAN_HANG|422853054
GD1260|31/01/2025 23:59|LAI|173216|NGAN_HANG|422853054
GD1261|28/02/2025 23:59|LAI|156984|NGAN_HANG|422853054
GD1262|31/03/2025 23:59|LAI|174337|NGAN_HANG|422853054
GD1263|30/04/2025 23:59|LAI|169287|NGAN_HANG|422853054
GD1264|31/05/2025 23:59|LAI|175505|NGAN_HANG|422853054
GD1265|30/06/2025 23:59|LAI|170420|NGAN_HANG|422853054
GD1266|31/07/2025 23:59|LAI|176680|NGAN_HANG|422853054
GD1267|31/08/2025 23:59|LAI|177280|NGAN_HANG|422853054
GD1268|30/09/2025 23:59|LAI|175712|NGAN_HANG|422853054
GD1269|31/10/2025 23:59|LAI|184009|NGAN_HANG|422853054
GD1270|30/11/2025 23:59|LAI|178678|NGAN_HANG|422853054
GD1271|31/12/2025 23:59|LAI|185241|NGAN_HANG|422853054
GD1272|31/01/2026 23:59|LAI|185870|NGAN_HANG|422853054
GD1273|28/02/2026 23:59|LAI|168453|NGAN_HANG|422853054
GD1274|31/03/2026 23:59|LAI|187074|NGAN_HANG|422853054
GD1275|30/04/2026 23:59|LAI|181654|NGAN_HANG|422853054
GD1276|31/05/2026 23:59|LAI|188326|NGAN_HANG|422853054
GD1277|31/08/2022 23:59|LAI|131955|NGAN_HANG|846824087
GD1278|30/09/2022 23:59|LAI|198367|NGAN_HANG|846824087
GD1279|31/10/2022 23:59|LAI|205653|NGAN_HANG|846824087
GD1280|30/11/2022 23:59|LAI|199695|NGAN_HANG|846824087
GD1281|31/12/2022 23:59|LAI|207030|NGAN_HANG|846824087
GD1282|31/01/2023 23:59|LAI|197691|NGAN_HANG|846824087
GD1283|28/02/2023 23:59|LAI|176520|NGAN_HANG|846824087
GD1284|31/03/2023 23:59|LAI|196033|NGAN_HANG|846824087
GD1285|30/04/2023 23:59|LAI|190354|NGAN_HANG|846824087
GD1286|31/05/2023 23:59|LAI|197346|NGAN_HANG|846824087
GD1287|30/06/2023 23:59|LAI|191628|NGAN_HANG|846824087
GD1288|31/07/2023 23:59|LAI|198667|NGAN_HANG|846824087
GD1289|31/08/2023 23:59|LAI|195114|NGAN_HANG|846824087
GD1290|30/09/2023 23:59|LAI|187788|NGAN_HANG|846824087
GD1291|31/10/2023 23:59|LAI|194686|NGAN_HANG|846824087
GD1292|30/11/2023 23:59|LAI|189046|NGAN_HANG|846824087
GD1293|31/12/2023 23:59|LAI|195989|NGAN_HANG|846824087
GD1294|31/01/2024 23:59|LAI|196655|NGAN_HANG|846824087
GD1295|29/02/2024 23:59|LAI|184593|NGAN_HANG|846824087
GD1296|31/03/2024 23:59|LAI|197950|NGAN_HANG|846824087
GD1297|30/04/2024 23:59|LAI|192216|NGAN_HANG|846824087
GD1298|31/05/2024 23:59|LAI|199276|NGAN_HANG|846824087
GD1299|30/06/2024 23:59|LAI|193503|NGAN_HANG|846824087
GD1300|31/07/2024 23:59|LAI|200610|NGAN_HANG|846824087
GD1301|31/08/2024 23:59|LAI|201292|NGAN_HANG|846824087
GD1302|30/09/2024 23:59|LAI|195460|NGAN_HANG|846824087
GD1303|31/10/2024 23:59|LAI|202640|NGAN_HANG|846824087
GD1304|30/11/2024 23:59|LAI|196769|NGAN_HANG|846824087
GD1305|31/12/2024 23:59|LAI|199619|NGAN_HANG|846824087
GD1306|31/01/2025 23:59|LAI|187711|NGAN_HANG|846824087
GD1307|28/02/2025 23:59|LAI|170121|NGAN_HANG|846824087
GD1308|31/03/2025 23:59|LAI|188927|NGAN_HANG|846824087
GD1309|30/04/2025 23:59|LAI|183453|NGAN_HANG|846824087
GD1310|31/05/2025 23:59|LAI|190192|NGAN_HANG|846824087
GD1311|30/06/2025 23:59|LAI|184682|NGAN_HANG|846824087
GD1312|31/07/2025 23:59|LAI|191465|NGAN_HANG|846824087
GD1313|31/08/2025 23:59|LAI|192116|NGAN_HANG|846824087
GD1314|30/09/2025 23:59|LAI|186550|NGAN_HANG|846824087
GD1315|31/10/2025 23:59|LAI|193402|NGAN_HANG|846824087
GD1316|30/11/2025 23:59|LAI|187799|NGAN_HANG|846824087
GD1317|31/12/2025 23:59|LAI|194697|NGAN_HANG|846824087
GD1318|31/01/2026 23:59|LAI|195359|NGAN_HANG|846824087
GD1319|28/02/2026 23:59|LAI|177052|NGAN_HANG|846824087
GD1320|31/03/2026 23:59|LAI|196624|NGAN_HANG|846824087
GD1321|30/04/2026 23:59|LAI|190928|NGAN_HANG|846824087
GD1322|31/05/2026 23:59|LAI|197940|NGAN_HANG|846824087
GD101|17/06/2026 15:06|NAP|9076785|100007945|N/A
GD102|17/06/2026 15:06|RUT|857|100007945|N/A
GD103|17/06/2026 15:07|CHUYEN_KHOAN|876875|100007945|846824087
